crawlid,url,userinfo,message,pros,cons,title,make,model
887,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=15177&search=MostUseful&num=2000&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y Nj guy","Love this car. Fun to drive ","Great handling, braking and acceleration. Best car I have ever owned. 
","Don't know yet, have had the car for 3 months 
","Terrific car by Nj guy on 12/28/2012. Trim: 2013 Infiniti G Sedan 37x AWD, Owned less than 1 year. Useful? ",INFINITI,GSEDAN
888,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=15177&search=MostUseful&num=2000&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y ChiTown","Really is the best car I've owned (includes the Ulimate BMW 530). I have a 2010 G37xS with 30K miles for over 2 years now and would buy a 2013 if this one wasn't such a great car. The stearing feel 99.9% of the 10 year old 5 series. New BMW's are a shadow of their previus versions, and BMW has been providing a weaker and weaker product for about 5 years now. I just hope the electric steering in the new 2014 G isn't a step back too. ","Reliable, refined, value (compared to BMW/Audi/Lexus), nice appearance, fun, fast, and safe. Technology works really well. Con Rep reviews are very positive and accurate. MPG on the G37xS is 20 mixed in winter and 26 on road trips. 
","In the S line the rear seat stiching doesn't match the front (yes it's that good of a car). Leather should be better quality, but over 2 years has aged well. 
","G37 is on of the greats by ChiTown on 12/15/2012. Trim: 2013 Infiniti G Sedan 37x AWD. Useful? ",INFINITI,GSEDAN
889,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=15177&search=MostUseful&num=2000&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y Carnut from TX","A good compromise, good value and performance for the money. ","Good value. 
","Does not stick to the road. My BMW 335i had better handling. 
","Good value by Carnut from TX on 12/15/2012. Trim: 2013 Infiniti G Sedan 37 Journey, Owned less than 1 year. Useful? ",INFINITI,GSEDAN
890,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14862&search=MostUseful&num=2000&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y jmatty from new jersey","best car i ever owned ","great looking car. fantastic acceleration. smooth but sporty ride, superior handling. great brakes. interior is luxury at its best.. all options makes this car a top vehicle. get one and try it for yourself. 
","i like everything. 
","bmw killer by jmatty from new jersey on 12/04/2012. Trim: 2013 Infiniti G Sedan 37x AWD, Owned less than 1 year. 11 ",INFINITI,JX
891,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14862&search=MostUseful&num=2000&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y An MSN Autos ","I don't think you can get a nicer faster more equipped car for the money period. ","I owned a 2010 and 2013 yes I leased this car twice! they practically pay you to drive it and for the money it is almost as nice as the 335i I drove prior to G37. $200 less per month and more horsepower and basically all the same bells and whistles. If you like luxury sport power speed and handling - but don't want to pay a ton then you must get this car! 
","the 2010 model had a usb port AND an auxilary port AND a built in hard drive you could copy cd's onto. the 2013 only has the usb port so its a little harder to manage the 300plus songs i like to have handy. but for the techies these days it will probably be no big deal. also i wish more cars would spring for rain sensing wipers. once you have them its a real pain to constantly adjust the wiper speed - on, off, fast intermittent, slower, etc. etc. that's about all i can complain about:) 
","Two time G37 owner weighs in by An MSN Autos Consumer on 04/13/2013. Trim: 2013 Infiniti G Sedan 37 Journey, Owned less than 1 year. 3 ",INFINITI,JX
892,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14862&search=MostUseful&num=2000&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y Dentx","Great value for the price. I am definately going to buy another one. ","Own a 2008 G37 Coupe great car very comfortable.I bought a 2012 sedan for the wife and me for trips. I am 6 ft 4 and 300 lbs and drove the car from Houston Tx to Boothbay Harbor Maine four times, Great ride very comfortable and plenty of room for me and the wife. Luggage capacity is tight on the coupe and more than enough for two people on the sedan. 
","Nothing however I would never buy a car again with Bridgestone tires the car came with equipt with them and they were a joke. 
","Get this car! by Dentx on 05/14/2013. Trim: 2013 Infiniti G Sedan 37 Journey, Owned less than 1 year. 1 ",INFINITI,JX
893,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14862&search=MostUseful&num=2000&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y InfinitiSmile","Fantastic car ","Very fast, very comfortable, 2 yrs and 37,000 miles no problems. Doesn't seem right to love a material thing this much, lifts my spirits just getting in it 
","Interior can feel a little tight, I'm 6ft 215lbs 
","Best car I've ever owned, hands down by InfinitiSmile on 03/01/2013. Trim: 2013 Infiniti G Sedan 37 Journey, Owned 1 year. 1 ",INFINITI,JX
894,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14862&search=MostUseful&num=2000&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y Justin R from ","This is the 5th Infiniti in the family and they have all been beautifully made cars. The g37x is a BMW killer for much less money. The car feels like a sports car when you want to have fun and is smooth and quiet when you are just trying to get home. Nothing else in the smaller luxury cars comes close to the g37 in price, standard equipment, or performance characteristics. Feels like the car is much more expensive then it is. As a techie the media system is a bit disappointing functionality wise, not very Android friendly, and sometimes has a problem using music sources from iPod rather then music (specifically Spotify).Overall the car is incredible, take one for a test drive and you will understand. In the price range you cant do better then the speed and equipment of this sedan. I have never driven this car without a huge smile on my face. ","Acceleration is brutal. Engine note is fantastic. Handling is great even in the snow (AWD). Interior is nicely appointed, and mostly everything is standard. The styling is incredible, the car is truly stunning to look at. Bose sound system is very clear and very loud. Car guide in the backup cam is surprisingly very useful. Heater goes up to 90 and mimics tropical conditions. 
","If you have a heavy foot don't expect to pass by many gas stations. The steering wheel is wearing a bit quickly. Bose system could have more bass (but that's not their thing anyway). Only USB connection on 2013 model, AUX would be nice (some had this). If you brake sharply in sport mode then accelerate briefly the engine sometimes hangs around 3100 RPM no matter accelerator position, can be very shocking when it happens the first time (could just be mine also). 
","Inexpensive well equipped sports sedan will always put a smile on your face by Justin R from Long Valley, NJ on 01/12/2014. Trim: 2013 Infiniti G Sedan 37x AWD, Owned 1 year. Useful? ",INFINITI,JX
895,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14862&search=MostUseful&num=2000&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y K","Great price for an entry level luxury sedan. Previous vehicle was an 2009 Acura TL, and this G37 misses some of the attention to detail stuff. Overall if your looking for a entry level high performance sedan (i.e acceleration handling and braking) this is your vehicle. If your looking for a good balance of everything in the entry level luxury category, go with the Acura TL. ","Great acceleration, great braking! 
","Small cabin, very tight. Small trunk 
","Great value in its category!! by Keon on 01/08/2014. Trim: 2013 Infiniti G Sedan 37 Journey, Owned 1 year. Useful? ",INFINITI,JX
896,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14862&search=MostUseful&num=2000&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y Ja","This is a great 4-door sedan. I was looking for a 4 door with a heart of a sports car and this is it! ","It has great performance, and handling. The fit and finish is great. 
","I would say the largest drawback to this vehicle is the gas milage. I end up getting 22.8 with a mix of city/highway. It isn't bad, but it should be better. 
","A 4 door with the heart of a sports car... by Jason on 11/29/2013. Trim: 2013 Infiniti G Sedan 37x AWD, Owned less than 1 year. Useful? ",INFINITI,JX
897,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14862&search=MostUseful&num=2000&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y Terry from Ft. Collins","Given the competitors in the class - along with those cars a step below - you can probably get a better value. ","Nice car. Third Infiniti owned - G20, M35 and G37. Great acceleration and well put together. 
","Wind noise from the back windows - never was fixed correctly. Tight fit and the seats are not as comfortable as other cars (M35 by far the best seats ever). Poor gas mileage compared to others in the class. 
","Nice car but.... by Terry from Ft. Collins on 08/18/2013. Trim: 2013 Infiniti G Sedan 37x AWD, Owned 1 year. Useful? ",INFINITI,JX
898,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14862&search=MostUseful&num=2000&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y Ant","This is a fun car to drive and with all-wheel drive, the driver always feels in control. The interior is luxurious, with plenty of seat adjustments to ensure a perfect fit for both the driver and the passenger. There's plenty of room in the backseat, and the V-6 engine provides plenty of power, but at a cost of lower gas mileage. The interior shows great fit and finish, but the exterior styling is a bit boring, with not much hint of the luxurious interior or the sports sedan capability. A good alternative to the BMW 328i or Cadillac ATS, but not quite as much fun to drive as either of those two cars. However, fully loaded, it does provide more value than either of those two cars. ","Great feeling car with wonderful interior and great electronics. All-wheel drive makes the car feel sure footed on curves and wet pavement. Acceleration and handling are very good. High quality fit and finish. 
","Gas mileage is lower than competitive cars in this class. The six-cylinder engine is surprisingly more intrusive into the cabin than many competitive cars. Outer car styling is a bit boring, with not much hint of either the luxury within or the sports nature of the car. 
","Great value in a luxury sports sedan by Anthony from Vancouver WA on 03/04/2013. Trim: 2013 Infiniti G Sedan 37 Sport 6MT. Useful? ",INFINITI,JX
899,http://autos.msn.com/research/userreviews/reviewlist.aspx?ModelID=14862&search=MostUseful&num=2000&pos=0&csort=MostUseful&RevOwn=0&RevDrv=0&RevEnth=0&rtchng=0#reviewnav,"y An MSN Autos ","I strongly recommend this vehicle for anyone who is looking for a fun and reliable car to drive. I have no doubt that I will be buying another one in a few years. You will not be disappointed if you buy this car. ","I loved my 2009 G37 so much, I bought a 2013. Great looks inside and out. Acceleration is awesome and the car handles fast and smooth. I love the power and the gas mileage isn't bad for a sports car (approx. 22 mpg). Great value compared to the cost of the BMW or AUDI. 
","Rear wheel drive makes it difficult to drive in snowy/icy conditions. Minor issue since I live in the south. No other complaints 
","Awesome car!! by An MSN Autos Consumer on 12/30/2012. Trim: 2013 Infiniti G Sedan 37 Journey, Owned less than 1 year. Useful? ",INFINITI,JX
